,Mom_1,Mom_5,Mom_20,Mom_60,Vol_20,Vol_Ratio,Price_MA20,Price_MA60
1148,-0.010496850944716418,-0.04231276512315951,-0.032483434168827374,-0.015681102073715758,0.017906709423159327,0.725814496339006,0.9709099253910691,0.9416193216667778
1149,0.030197444831591147,0.14896373056994805,0.21174863387978116,0.21673525377229064,0.028784330457388183,2.0472139747536384,1.1583414952660789,1.1921775945879347
1150,0.020109066121336117,0.03385146804835926,0.06247781327653534,0.07778177889809146,0.01564583153380691,2.3696456270134827,1.0696544083485222,1.0693805120020963
1151,-0.008472012102874293,0.053359048537447995,0.13077984817115262,-0.03886200322627942,0.017546688708735377,3.3356525196302553,1.0815538466616061,1.0562761725433736
1152,0.06380329909741667,0.056405501468088426,0.8008429926238145,0.7483375959079284,0.0549362857742736,0.5559553114940352,1.265515805063174,1.598839928898868
1153,-0.02774813233724649,0.08019833998059722,0.15889904012952472,0.31422950819672124,0.027875440079672246,1.768660654872536,1.0984987585571857,1.1860294465748238
1154,0.0193596425912137,-0.01581595974119343,0.07414672420557089,0.14945424013434083,0.030031712757162432,0.3207309417448346,1.007265704037524,1.1073587996198255
1155,0.024699599465954458,0.2561374795417348,0.38663053297199634,0.4788053949903659,0.03423825585538319,2.749968681210516,1.2301650905593846,1.362184227651896
1156,0.005947712418300721,0.059913229116451916,0.26789686135596,0.23068926915080756,0.018168013288702007,0.9346330275229359,1.1430162826534969,1.192797182112563
1157,0.0,0.036187776202784905,0.41602096627164986,0.9251742835011618,0.042872658086811316,0.5035468355306412,1.1259859285736935,1.3676458449883981
1158,0.006832934745473196,-0.03154781465658896,0.09676218831410477,0.5081883316274309,0.03727069002126414,0.1534194933912197,1.0160667494138738,1.1505801052843914
1159,0.027807775377969746,0.07694483734087698,0.21980134572252474,0.6360120326600773,0.037224175744135835,0.9957711641267055,1.1135486135486135,1.2348829288598877
1160,0.015327450069670068,0.09000249314385433,0.5698384201077198,0.5670250896057347,0.04005245677956746,1.1839726328827347,1.2454775945075922,1.4185133512864605
1161,0.0020225114315863824,0.0020225114315863824,0.28120080953451776,1.05001349284879,0.03377797354602105,0.7889171133466871,1.1059724453201205,1.3318619281706232
1162,0.0028843380444187883,-0.009683850754770629,0.07182490752157844,0.10661998726925526,0.030857658836482248,0.3470106276089105,1.013584421641791,1.0455413390266273
1163,0.006048387096774244,0.01217038539553772,0.10033076074972436,0.28360128617363345,0.01763966584396003,0.47856753002466623,1.0318311642994689,1.160392029571781
1164,0.03220720720720727,0.20383504071447334,0.453997461928934,0.8128955696202531,0.04205614385288715,2.045363021083672,1.2380296338317327,1.4137789203084834
1165,-0.00170068027210879,0.06921675774134783,0.9356966199505359,1.2511984659635669,0.05177206467602922,0.18454252973285618,1.3898836830733718,1.807126914492419
1166,0.09862177106544534,0.22148051292638726,0.33253253253253257,0.45809030915413906,0.03227209698285358,1.6537982565379825,1.2390834394059624,1.3248429618547006
1167,-0.02210433244915999,-0.04230578921326078,-0.07701478302336662,0.13702452636216766,0.025073305183121744,0.6930971668912814,0.9693858386026418,0.9794999177635046
1168,-0.010947997014182587,0.06000000000000005,0.016234181260385894,0.13215608088863573,0.026862830706594818,1.3833716279465578,1.0414960862018143,1.0548383244656148
1169,-0.012614338830721494,-0.015376916427824017,-0.09511664854920976,-0.08808224661343667,0.01902704570737591,0.6121528125940039,0.9515508370530192,0.9232032503852367
1170,0.05591479650057063,-0.05061559507523927,-0.036111111111111094,0.2675799086757993,0.03526463599817909,0.6277825773387666,0.9706293706293706,1.1367343456747996
1171,0.01711292200232828,0.0346991946944577,-0.024997210132797654,0.09280800500312703,0.010965727361713536,6.970246734397677,1.0260113909928954,1.051569470744937
1172,-0.011324873789057333,-0.0641870076197858,0.17993812082722682,0.8806125097326756,0.03565497381079678,0.8418961618841789,1.0349654344969432,1.3474328855940345
1173,0.05600286276614774,-0.022038111019055506,0.7999390057944498,1.1376312930097794,0.05336581862433302,0.41578268348623854,1.2426309583964967,1.6664000075291991
1174,0.10008043203493044,0.061889973380656604,0.6996271968755547,0.9011119936457506,0.04366933998227557,0.5382586827282777,1.2056719725972196,1.6088818433634045
1175,-0.007259751445797824,0.012550200803212785,-0.07678224053095317,-0.0508235294117646,0.02369460095109369,0.3681458416343235,0.9938102423551876,1.0272276439843906
1176,-0.020124098608083174,-0.029885439149925253,-0.0580364339835564,0.5082601961796591,0.03020388844705008,0.1304914812180334,0.9440676665306765,1.1406298549079001
1177,0.0009309060819195913,0.3354954457631798,0.5321405953134897,1.327880683184989,0.04367098950605904,0.9844208641171883,1.2737252217864006,1.6724467692874916
1178,0.09646238166417542,0.20198820187896005,0.20198820187896005,0.16273908908380008,0.028278116695201902,5.998709558484652,1.184308955778121,1.1674208624887932
1179,0.0,0.28180488823898053,0.7826844857640904,1.390338917023763,0.045535959573446555,1.1471286382117778,1.346093728576521,1.9009312063860053
1180,0.0985999658528256,0.12629091545597748,0.2022608370702541,0.45675798052977123,0.029745528574634736,4.942689404528935,1.1424944180327503,1.259670130675237
1181,0.004456203871326947,-0.022496273207751827,0.10594909536951858,0.2520395764624197,0.035536735124969424,0.6170765696207299,1.0490949683293456,1.1682075229778792
1182,0.0442562101456172,0.06783454987834547,0.10794708674139142,0.27700186219739287,0.049805430589231335,0.981660129333192,1.0307719046075656,1.187482300142681
1183,-0.024641148325358686,0.003445729756337723,0.1468354430379748,0.24946368372663197,0.03534964065575668,0.7272454359532432,1.0630198419941077,1.1496111098056725
1184,-0.02472527472527475,-0.10752272287758657,0.015066534697019573,-0.19808861859252824,0.03177003742903423,0.647337901950448,0.9651328756881669,0.9622317939593804
1185,0.09859823161526848,0.11426571591058221,0.16796588407923685,0.03675512862259844,0.04029424236782114,2.331914893617021,1.130752873384623,1.1006593469908066
1186,-0.007912873308942414,0.04125736738703334,0.13512461059190017,0.14000782166601478,0.02015022864077117,0.9650757250011944,1.096163428001993,1.1004204436600777
1187,-0.07382972038956948,0.09591078066914505,0.36418324849606676,0.6323366555924697,0.03965446751274083,2.4103891629622898,1.1714915853682768,1.396748185759296
1188,-0.054616384915474714,0.10542321338063854,0.32866280840694495,0.8296979865771812,0.05305221303386112,1.3296854107327347,1.148181782287677,1.4053400990697111
