,Date,ExitDate,Stock,Return,Profit
578,2021-03-17,2021-03-24,8099_大世科,0.2081705139301906,832682.0557207623
579,2021-03-17,2021-03-24,5608_四維航,0.2073593286430122,829437.3145720488
580,2021-03-24,2021-03-31,6781_AES-KY,0.39955987111130375,1598239.484445215
581,2021-03-24,2021-03-31,3362_先進光,0.3590970371706734,1436388.1486826937
582,2021-03-24,2021-03-31,4919_新唐,0.28208961215865114,1128358.4486346045
583,2021-03-24,2021-03-31,6138_茂達,0.2527832810581132,1011133.1242324528
584,2021-03-24,2021-03-31,3545_敦泰,0.21443257324799792,857730.2929919916
585,2021-03-31,2021-04-07,2457_飛宏,0.3183793329907887,1273517.3319631547
586,2021-03-31,2021-04-07,6150_撼訊,0.31531244223420063,1261249.7689368026
587,2021-03-31,2021-04-07,6237_驊訊,0.2602182163641731,1040872.8654566923
588,2021-03-31,2021-04-07,6187_萬潤,0.24659592650619588,986383.7060247835
589,2021-03-31,2021-04-07,8924_大田,0.23201919664734594,928076.7865893837
590,2021-04-07,2021-04-14,2002_中鋼,0.21643960958387654,865758.4383355061
591,2021-04-07,2021-04-14,2014_中鴻,0.21640089750787728,865603.590031509
592,2021-04-07,2021-04-14,3675_德微,0.20049248644855733,801969.9457942293
593,2021-04-07,2021-04-14,6416_瑞祺電通,0.19297257246916866,771890.2898766747
594,2021-04-07,2021-04-14,5608_四維航,0.18027297012909438,721091.8805163775
595,2021-04-14,2021-04-21,5608_四維航,0.4380833701177085,1752333.4804708338
596,2021-04-14,2021-04-21,2605_新興,0.42703170876349894,1708126.8350539957
597,2021-04-14,2021-04-21,1608_華榮,0.41615898359441084,1664635.9343776433
598,2021-04-14,2021-04-21,2641_正德,0.41105199096911016,1644207.9638764407
599,2021-04-14,2021-04-21,2637_慧洋-KY,0.40858053737467603,1634322.1494987041
600,2021-04-21,2021-04-28,1609_大亞,0.4079307672037984,1631723.0688151936
601,2021-04-21,2021-04-28,2009_第一銅,0.3844607257066974,1537842.9028267898
602,2021-04-21,2021-04-28,6116_彩晶,0.35473810513635695,1418952.4205454278
603,2021-04-21,2021-04-28,1608_華榮,0.35466437709005794,1418657.5083602318
604,2021-04-21,2021-04-28,8390_金益鼎,0.3519002190940599,1407600.8763762396
605,2021-04-28,2021-05-05,2609_陽明,0.1518505376967878,607402.1507871512
